,idStr,name,address,bathroom_count,bed_count,bedroom_count,city,country,guestControls/allowsChildren,guestControls/allowsEvents,guestControls/allowsInfants,guestControls/allowsPets,guestControls/allowsSmoking,guestControls/personCapacity,guestControls/structuredHouseRules/0,guestControls/structuredHouseRules/1,guestControls/structuredHouseRules/2,amenity_Kitchen,amenity_Wifi,amenity_Heating,amenity_Dryer,amenity_Hangers,amenity_Washer,amenity_Essentials,amenity_Shampoo,amenity_Air conditioning,amenity_TV,amenity_Smoke alarm,amenity_Carbon monoxide alarm,amenity_Refrigerator,amenity_Oven,amenity_Stove,amenity_BBQ grill,amenity_Backyard,amenity_Hot water kettle,amenity_Sound system,amenity_Freezer,maxNights,minNights,numberOfGuests,photos/0/pictureUrl,photos/0/thumbnailUrl,photos/1/pictureUrl,photos/1/thumbnailUrl,photos/2/pictureUrl,photos/2/thumbnailUrl,photos/3/pictureUrl,photos/3/thumbnailUrl,photos/4/pictureUrl,photos/4/thumbnailUrl,photos/5/pictureUrl,photos/5/thumbnailUrl,photos/6/pictureUrl,photos/6/thumbnailUrl,photos/7/pictureUrl,photos/7/thumbnailUrl,photos/8/pictureUrl,photos/8/thumbnailUrl,photos/9/pictureUrl,photos/9/thumbnailUrl,photos/10/pictureUrl,photos/10/thumbnailUrl,photos/11/pictureUrl,photos/11/thumbnailUrl,photos/12/pictureUrl,photos/12/thumbnailUrl,photos/13/pictureUrl,photos/13/thumbnailUrl,photos/14/pictureUrl,photos/14/thumbnailUrl,photos/15/pictureUrl,photos/15/thumbnailUrl,photos/16/pictureUrl,photos/16/thumbnailUrl,photos/17/pictureUrl,photos/17/thumbnailUrl,photos/18/pictureUrl,photos/18/thumbnailUrl,photos/19/pictureUrl,photos/19/thumbnailUrl,photos/20/pictureUrl,photos/20/thumbnailUrl,photos/21/pictureUrl,photos/21/thumbnailUrl,photos/22/pictureUrl,photos/22/thumbnailUrl,photos/23/pictureUrl,photos/23/thumbnailUrl,photos/24/pictureUrl,photos/24/thumbnailUrl,photos/25/pictureUrl,photos/25/thumbnailUrl,photos/26/pictureUrl,photos/26/thumbnailUrl,photos/27/pictureUrl,photos/27/thumbnailUrl,photos/28/pictureUrl,photos/28/thumbnailUrl,photos/29/pictureUrl,photos/29/thumbnailUrl,photos/30/pictureUrl,photos/30/thumbnailUrl,pricing/rate/amount,reviewDetailsInterface/reviewCount,Accuracy,Communication,Cleanliness,Location,Check-in,Value,reviewsModule/localizedOverallRating,stars,roomType,roomTypeCategory,sectionedDescription/description,sectionedDescription/houseRules,sectionedDescription/interaction,sectionedDescription/locale,sectionedDescription/localizedLanguageName,sectionedDescription/name,sectionedDescription/neighborhoodOverview,sectionedDescription/notes,sectionedDescription/space,sectionedDescription/summary,sectionedDescription/transit,url
282,11954264,"Baan Mook Taley,  Beachfront villa with Pool","Ao Nang, Krabi, Thailand",5.0,4.0,3.0,Ao Nang,Thailand,1,1,1,0,0,7,No smoking,No pets,Check-in time is 3PM - 12AM (midnight) and check out by 11AM,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1125,2,7,https://a0.muscache.com/im/pictures/0c23e4c8-7e56-4ee2-a20f-ab89a17e46ab.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/0c23e4c8-7e56-4ee2-a20f-ab89a17e46ab.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/7d9c5471-4801-4818-8ec3-cc536ac6dc82.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/7d9c5471-4801-4818-8ec3-cc536ac6dc82.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/c1a814c7-9e29-4ac9-ae73-764cf97fede7.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/c1a814c7-9e29-4ac9-ae73-764cf97fede7.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/2718edab-15da-44c9-b7d6-cee5cb4ab8ea.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/2718edab-15da-44c9-b7d6-cee5cb4ab8ea.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/09fdf615-ba6d-49b3-bbf3-7110e707b29f.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/09fdf615-ba6d-49b3-bbf3-7110e707b29f.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/6151a050-b3b6-469b-af48-a8b03939371a.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/6151a050-b3b6-469b-af48-a8b03939371a.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/810195b1-8b16-4e87-a13b-b7643b446e6e.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/810195b1-8b16-4e87-a13b-b7643b446e6e.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/bef5de32-f34f-4fae-8f8c-aebfcc2a6754.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/bef5de32-f34f-4fae-8f8c-aebfcc2a6754.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/dc264616-6f08-4cf1-b961-4158e828a09e.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/dc264616-6f08-4cf1-b961-4158e828a09e.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/ad923526-4d61-4ea5-a632-8befcf99e02f.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/ad923526-4d61-4ea5-a632-8befcf99e02f.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/1cbf6d58-c11e-490c-9bf4-1c86426ac7c5.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/1cbf6d58-c11e-490c-9bf4-1c86426ac7c5.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/021b7b24-5bf0-4ae0-af90-f373b026c0dc.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/021b7b24-5bf0-4ae0-af90-f373b026c0dc.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/75364012-eb36-44e6-9865-b585d7ba95d2.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/75364012-eb36-44e6-9865-b585d7ba95d2.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/b1d1bd15-d68e-4ed7-9114-e33d9ec87681.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/b1d1bd15-d68e-4ed7-9114-e33d9ec87681.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/2a06ba7e-ff70-4b1d-8325-bb2b5c5aab8b.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/2a06ba7e-ff70-4b1d-8325-bb2b5c5aab8b.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/109f8086-e3f0-49ec-a8e3-8d9117f49b8c.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/109f8086-e3f0-49ec-a8e3-8d9117f49b8c.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/7bb60756-83cf-45b4-846c-deb309c88999.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/7bb60756-83cf-45b4-846c-deb309c88999.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/a6d2ec3e-d651-4cab-a39a-c81d46f0d9d2.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/a6d2ec3e-d651-4cab-a39a-c81d46f0d9d2.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/1fb611fc-eafd-4f16-bf7e-185e3558e53a.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/1fb611fc-eafd-4f16-bf7e-185e3558e53a.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/2885e705-cb2a-46d3-b190-ba0377282abb.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/2885e705-cb2a-46d3-b190-ba0377282abb.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/acf8e846-908f-4972-8d38-02e9044c4a2f.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/acf8e846-908f-4972-8d38-02e9044c4a2f.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/5c2a7c9d-65fb-47e2-9e35-2d2e438825c3.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/5c2a7c9d-65fb-47e2-9e35-2d2e438825c3.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/0d1bd026-4c63-4cd9-89ee-8d6a67709e67.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/0d1bd026-4c63-4cd9-89ee-8d6a67709e67.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/897379f9-513f-47cb-a7e2-dddb69f2774a.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/897379f9-513f-47cb-a7e2-dddb69f2774a.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/af892e04-1f7c-4d04-b79d-1bf5350337f3.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/af892e04-1f7c-4d04-b79d-1bf5350337f3.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/7eda1ec5-68bb-4d78-9e24-3d1b5055fa6c.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/7eda1ec5-68bb-4d78-9e24-3d1b5055fa6c.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/722400d2-9d28-458d-a83f-bdbba369f783.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/722400d2-9d28-458d-a83f-bdbba369f783.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/97c81a48-3b92-4faf-b222-eaa1aed1095e.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/97c81a48-3b92-4faf-b222-eaa1aed1095e.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/e677d713-4677-476f-9f41-c05fccab0616.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/e677d713-4677-476f-9f41-c05fccab0616.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/57664a68-058e-4eec-9f9f-ef8ef3cb4eea.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/57664a68-058e-4eec-9f9f-ef8ef3cb4eea.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/6030e6f8-df9a-4ea4-bf0f-7cfd8245c824.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/6030e6f8-df9a-4ea4-bf0f-7cfd8245c824.jpg?aki_policy=small,199,106,4.9,4.9,4.8,4.7,4.9,4.7,4.85,4.85,Entire villa,entire_home,"Closer to the beach you can't get !!! Baan Mook Taley is a fantastic private villa with direct access to a beautiful sandbeach, called Long Beach. Perfect to swim as there are no rocks in the water.  If you love privacy but not too far from the action this is the place to be. The Villa is not far away from Ao Nang centrum which has a lot of restaurants, shops and bars.

A hugh living room and 3 spacious bedrooms all with their own bathroom. The master bedroom was spectacular with a large terrace facing the beach - a beautiful view to wake up to. Get your coffee in the garden and walk into the sea for a swim , nice sand beach ideal for kids to play.

Private access to the beach

The vila is managed by Pookie , she lives on the property in a seperate house. She will take care of breakfast, groceries you need , laundry etc.

Our neighbours are Long beach resort and Pan beach resort, both resorts have typical thai wooden houses

Transport from Krabi Airport about 45 minutes by car. Taxi fee is approximately  800 -1000 bath, depends on type of car.
Transport from Villa to  Ao Nang centrum is approx. 500 bath. We do provided 1 motorcycle that included in the price.

The house set among the nature that remote by 10 minutes drive by motorcycle to Ao Nang Center

The information about the house

We all do supply all utilities ourselves by ;

Electricity>> 24 hrs. runs on generator and solar system . 
Water>> is supplied by the truck delivery 2,000 liters each time and stored in tanks. 
Internet>> We do modify by using our own router and Sim Card that mean the
speed would not too fast or strong signal as much as the internet which supply from the government.
TV >> android box which connected to our own internet router.

So we are kindly ask you please to turn off all appliances if you are not in use or leave the house.", ,"The vila is managed by Pookie , she lives on the property in a seperate house. She will take care of breakfast, groceries you need , laundry etc.",en,English,"Baan Mook Taley,  Beachfront villa with Pool","Our neighbours are Long beach resort and Pan beach resort, both resorts have typical thai wooden houses","The house set among the nature that remote by 10 minutes drive by motorcycle to Ao Nang Center

The information about the house

We all do supply all utilities ourselves by ;

Electricity>> 24 hrs. runs on generator and solar system . 
Water>> is supplied by the truck delivery 2,000 liters each time and stored in tanks. 
Internet>> We do modify by using our own router and Sim Card that mean the
speed would not too fast or strong signal as much as the internet which supply from the government.
TV >> android box which connected to our own internet router.

So we are kindly ask you please to turn off all appliances if you are not in use or leave the house.","A hugh living room and 3 spacious bedrooms all with their own bathroom. The master bedroom was spectacular with a large terrace facing the beach - a beautiful view to wake up to. Get your coffee in the garden and walk into the sea for a swim , nice sand beach ideal for kids to play.","Closer to the beach you can't get !!! Baan Mook Taley is a fantastic private villa with direct access to a beautiful sandbeach, called Long Beach. Perfect to swim as there are no rocks in the water.  If you love privacy but not too far from the action this is the place to be. The Villa is not far away from Ao Nang centrum which has a lot of restaurants, shops and bars.","Transport from Krabi Airport about 45 minutes by car. Taxi fee is approximately  800 -1000 bath, depends on type of car.
Transport from Villa to  Ao Nang centrum is approx. 500 bath. We do provided 1 motorcycle that included in the price.",https://www.airbnb.com/rooms/11954264
239,21623854,"Krabi Family Pool Villa (Sleeps12, Private Luxury)","Sai Thai, Muang Krabi, Thailand",5.0,7.0,5.0,Sai Thai,Thailand,1,0,1,0,1,12,No pets,No parties or events,Check-in time is 4PM - 10PM and check out by 11AM,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1125,3,12,https://a0.muscache.com/im/pictures/f6a6f5fe-b2e7-4d87-990d-c753c983b0d0.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/f6a6f5fe-b2e7-4d87-990d-c753c983b0d0.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/0a844495-eeca-43a5-ac1b-ef479e3c1208.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/0a844495-eeca-43a5-ac1b-ef479e3c1208.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/41230d93-1408-452e-bf4e-2e5dc9b6cd29.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/41230d93-1408-452e-bf4e-2e5dc9b6cd29.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/78b3c2a3-d666-45df-8772-85ea06703461.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/78b3c2a3-d666-45df-8772-85ea06703461.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/b23466d0-92b3-40bf-997e-94c91b3ea43e.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/b23466d0-92b3-40bf-997e-94c91b3ea43e.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/62c539cc-6b5a-4f18-93ae-028e0d4418b2.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/62c539cc-6b5a-4f18-93ae-028e0d4418b2.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/5bf0ece1-3771-484a-8500-32325bfa56ef.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/5bf0ece1-3771-484a-8500-32325bfa56ef.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/dde3c8c4-1143-47c8-800a-4148e7426a75.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/dde3c8c4-1143-47c8-800a-4148e7426a75.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/dbda2fee-bb0d-4dbe-9efc-880c28ac11ab.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/dbda2fee-bb0d-4dbe-9efc-880c28ac11ab.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/ce33bea0-3f7a-41cf-a04a-be321c2048f8.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/ce33bea0-3f7a-41cf-a04a-be321c2048f8.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/9b01179a-d18b-4bf2-a496-88ba287b5ec0.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/9b01179a-d18b-4bf2-a496-88ba287b5ec0.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/a008947c-a83e-4c6f-a724-3938072753cb.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/a008947c-a83e-4c6f-a724-3938072753cb.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/ce4e9ff1-0b71-4c69-9649-e167bc6933ee.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/ce4e9ff1-0b71-4c69-9649-e167bc6933ee.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/eff68465-a578-448a-88b2-454e72e30212.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/eff68465-a578-448a-88b2-454e72e30212.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/c0204659-9471-48db-88f0-a98dc5299d96.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/c0204659-9471-48db-88f0-a98dc5299d96.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/d0c1721d-37e6-40f2-b3e2-9b65d7ccedef.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/d0c1721d-37e6-40f2-b3e2-9b65d7ccedef.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/1755b021-988d-4d78-98a6-5808d38df35d.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/1755b021-988d-4d78-98a6-5808d38df35d.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/3e23372a-d5ea-4fc4-9b06-d8f72f33e918.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/3e23372a-d5ea-4fc4-9b06-d8f72f33e918.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/70eec475-07b7-498f-af36-77efaa74c0e9.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/70eec475-07b7-498f-af36-77efaa74c0e9.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/c33da90b-f242-4872-b874-ea9a57e6ea8f.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/c33da90b-f242-4872-b874-ea9a57e6ea8f.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/eaebed93-8065-4129-8786-e8748c3d099a.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/eaebed93-8065-4129-8786-e8748c3d099a.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/1261d4be-0ba8-4f5c-a21d-75ec156d81a8.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/1261d4be-0ba8-4f5c-a21d-75ec156d81a8.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/49e687c6-434b-47b5-9a19-dc5b7e08bfea.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/49e687c6-434b-47b5-9a19-dc5b7e08bfea.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/aae4b0ee-5a77-4662-83ac-aab18ed955d7.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/aae4b0ee-5a77-4662-83ac-aab18ed955d7.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/577ea114-d246-47ac-81f1-8d39936f33b4.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/577ea114-d246-47ac-81f1-8d39936f33b4.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/b3cca8a4-f865-4584-a673-a9f0499a7de7.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/b3cca8a4-f865-4584-a673-a9f0499a7de7.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/535deee9-df37-4670-82ee-6084927ab72b.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/535deee9-df37-4670-82ee-6084927ab72b.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/e9b35884-d107-4e64-8eec-c0106533a127.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/e9b35884-d107-4e64-8eec-c0106533a127.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/b060a7c8-d822-42fa-84a9-2761a3d5ecf2.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/b060a7c8-d822-42fa-84a9-2761a3d5ecf2.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/222171ec-0564-4d13-b1e0-40e4a53d184c.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/222171ec-0564-4d13-b1e0-40e4a53d184c.jpg?aki_policy=small,https://a0.muscache.com/im/pictures/2163f6ae-92ee-4e12-bb7e-062673ede315.jpg?aki_policy=large,https://a0.muscache.com/im/pictures/2163f6ae-92ee-4e12-bb7e-062673ede315.jpg?aki_policy=small,270,102,4.9,4.9,4.9,4.5,5.0,4.8,4.9,4.9,Entire home,entire_home,"Affordable luxury 5 bedroom villa perfect for families and  groups. The villa has amazing mountain views with a large pool , volleyball and bbq facilities. The villas has a family wing, parents retreat and outside entertainment. Our villa has five bedrooms, five bathrooms all bedrooms have aircon .  Located 10 minutes drive from Ao Nang beaches, our villa is central to all local activities. As your hosts and krabi locals we will be available to help you with all aspects of your holiday in Krabi.

Our villa is uniquely set up for families located in the middle of a large manicured gardens with a 180 degree view of karst mountains. Featuring a large 10mx 5m pool and a volleyball court. We provided all equipment needed for you and your family to have a fun and safe stay.

The guests will have full access of the villa.

Our host will be available to escort our guests to our villa. A telephone will be given to the guest to contact the host when needed. Our host will be able to organise activities and recommend the top spots to see in krabi. We are here to help you have a wonderful experience in Krabi.

Our villa is located in the suburb of Sai Thai mid way between Krabi Town and Ao Nang. Sai Thai is a quiet area where you can enjoy the beauty of nature in a very safe environment. Many of the best things to do in krabi are located in Sai Thai including Kayaking, Ziplining and Go Karts. On the main road you can find many local restaurants and 7/11.  A 10 minute car ride will take you to Krabi town where you can enjoy the weekend markets. The busy beach area of Ao Nang is only 10 minutes away where you can enjoy shopping and a lively nightlife. From Ao nang you can visit Railay Beach and your host can help you organise a boat trip around the islands. Enjoy the privacy and beauty of our villa while still being close to all activities krabi has to offer.

We included Complimentary airport pick up and drop off in our service.  The villa uses a 12 person minivan taxi service to help customer get around with very reasonable prices. Most activities  include villa pick up and drop off. We are available to help customers hire cars our motorbikes if needed. We are have a variety of restaurants that deliver food to the villa including Thai and Italian.", ,Our host will be available to escort our guests to our villa. A telephone will be given to the guest to contact the host when needed. Our host will be able to organise activities and recommend the top spots to see in krabi. We are here to help you have a wonderful experience in Krabi.,en,English,"Krabi Family Pool Villa (Sleeps12, Private Luxury)","Our villa is located in the suburb of Sai Thai mid way between Krabi Town and Ao Nang. Sai Thai is a quiet area where you can enjoy the beauty of nature in a very safe environment. Many of the best things to do in krabi are located in Sai Thai including Kayaking, Ziplining and Go Karts. On the main road you can find many local restaurants and 7/11.  A 10 minute car ride will take you to Krabi town where you can enjoy the weekend markets. The busy beach area of Ao Nang is only 10 minutes away where you can enjoy shopping and a lively nightlife. From Ao nang you can visit Railay Beach and your host can help you organise a boat trip around the islands. Enjoy the privacy and beauty of our villa while still being close to all activities krabi has to offer.", ,Our villa is uniquely set up for families located in the middle of a large manicured gardens with a 180 degree view of karst mountains. Featuring a large 10mx 5m pool and a volleyball court. We provided all equipment needed for you and your family to have a fun and safe stay.,"Affordable luxury 5 bedroom villa perfect for families and  groups. The villa has amazing mountain views with a large pool , volleyball and bbq facilities. The villas has a family wing, parents retreat and outside entertainment. Our villa has five bedrooms, five bathrooms all bedrooms have aircon .  Located 10 minutes drive from Ao Nang beaches, our villa is central to all local activities. As your hosts and krabi locals we will be available to help you with all aspects of your holiday in Krabi.",We included Complimentary airport pick up and drop off in our service.  The villa uses a 12 person minivan taxi service to help customer get around with very reasonable prices. Most activities  include villa pick up and drop off. We are available to help customers hire cars our motorbikes if needed. We are have a variety of restaurants that deliver food to the villa including Thai and Italian.,https://www.airbnb.com/rooms/21623854
